invoice_id,line_number,description,quantity,unit_price,line_total
INV035494,1,Microsoft 365 License,1,68803.34,68803.34
INV035495,1,Dell Laptop,5,23517.23,117586.13
INV035496,1,Warehouse Rental,23,1241.08,28544.88
INV035497,1,Office Chairs,166,43.43,7209.83
INV035498,1,Cloud Subscription,8,1554.36,12434.9
INV035499,1,27 Inch Monitor,7,39324.55,275271.88
INV035500,1,Transportation Charges,20,1207.53,24150.65
INV035501,1,Hydraulic Pumps,345,77.42,26710.57
INV035502,1,Legal Advisory,18,4633.44,83402.0
INV035503,1,Legal Advisory,5,11495.35,57476.74
INV035504,1,Audit Services,42,1183.81,49720.07
INV035505,1,Hydraulic Pumps,297,770.01,228692.2
INV035506,1,Office Desk,16,944.82,15117.15
INV035507,1,Technical Consulting,12,5080.7,60968.45
INV035508,1,Assembly Materials,334,193.46,64614.99
INV035509,1,Hydraulic Pumps,345,114.02,39336.0
INV035510,1,Network Switch,9,8001.92,72017.32
INV035511,1,Firewall License,45,565.0,25425.1
INV035512,1,27 Inch Monitor,2,37135.69,74271.39
INV035513,1,Industrial Bearings,491,206.09,101190.63
INV035514,1,Warehouse Rental,13,2309.06,30017.74
INV035515,1,27 Inch Monitor,2,34755.36,69510.73
INV035516,1,Cloud Subscription,13,2036.53,26474.83
INV035517,1,Keyboard and Mouse,4,27771.42,111085.68
INV035518,1,HVAC Servicing,2,6668.95,13337.9
INV035519,1,Microsoft 365 License,32,804.89,25756.46
INV035520,1,Electrical Repairs,43,415.73,17876.37
INV035521,1,Keyboard and Mouse,9,5911.35,53202.12
INV035522,1,Printer Toner,63,56.97,3589.16
INV035523,1,Server Hardware,1,58582.73,58582.73
INV035524,1,Storage Cabinet,7,2683.62,18785.35
INV035525,1,Warehouse Rental,2,16108.55,32217.09
INV035526,1,Freight Charges,2,10866.77,21733.54
INV035527,1,Electrical Repairs,19,1040.32,19766.01
INV035528,1,Technical Consulting,26,1777.27,46208.96
INV035529,1,HVAC Servicing,14,1196.23,16747.23
INV035530,1,Storage Cabinet,17,1162.73,19766.34
INV035531,1,Industrial Bearings,244,811.99,198124.6
INV035532,1,Steel Components,173,1059.75,183336.53
INV035533,1,Office Sofa,2,8323.94,16647.89
INV035534,1,Legal Advisory,43,641.25,27573.85
INV035535,1,HVAC Servicing,43,425.84,18311.11
INV035536,1,Audit Services,29,1606.33,46583.47
INV035537,1,Freight Charges,12,713.6,8563.2
INV035538,1,Technical Consulting,11,2106.56,23172.12
INV035539,1,HVAC Servicing,3,5794.03,17382.08
INV035540,1,Industrial Bearings,336,177.54,59655.06
INV035541,1,Technical Consulting,22,1722.58,37896.66
INV035542,1,Storage Cabinet,11,3112.41,34236.5
INV035543,1,Transportation Charges,33,1776.37,58620.07
INV035544,1,Steel Components,279,902.87,251899.48
INV035545,1,Cloud Subscription,7,2754.34,19280.35
INV035546,1,Pens and Stationery,199,26.88,5349.14
INV035547,1,Storage Cabinet,14,1831.18,25636.5
INV035548,1,Hydraulic Pumps,316,307.12,97049.94
INV035549,1,Pens and Stationery,88,20.92,1841.21
INV035550,1,Cloud Subscription,8,7576.21,60609.7
INV035551,1,Technical Consulting,15,1668.94,25034.13
INV035552,1,Office Sofa,10,2814.6,28145.97
INV035553,1,Electrical Repairs,39,472.48,18426.77
INV035554,1,Transportation Charges,27,351.56,9491.99
INV035555,1,Machine Spare Parts,327,851.0,278275.43
INV035556,1,Machine Maintenance,35,825.86,28905.19
INV035557,1,HVAC Servicing,1,21298.94,21298.94
INV035558,1,Legal Advisory,45,1134.0,51030.08
INV035559,1,Machine Maintenance,22,1582.03,34804.67
INV035560,1,Legal Advisory,23,1866.38,42926.82
INV035561,1,Industrial Bearings,269,455.31,122479.35
INV035562,1,Training Services,25,1754.25,43856.23
INV035563,1,Courier Services,6,5157.77,30946.61
INV035564,1,Assembly Materials,100,2116.39,211639.37
INV035565,1,Legal Advisory,16,2472.53,39560.44
INV035566,1,Freight Charges,28,430.45,12052.69
INV035567,1,ERP Subscription,7,11322.76,79259.34
INV035568,1,Hydraulic Pumps,426,247.57,105466.15
INV035569,1,27 Inch Monitor,7,5563.73,38946.12
INV035570,1,Database License,34,2181.7,74177.96
INV035571,1,Storage Cabinet,13,5571.76,72432.92
INV035572,1,Whiteboard Supplies,184,45.79,8425.71
INV035573,1,Microsoft 365 License,45,1265.43,56944.42
INV035574,1,Industrial Bearings,127,866.53,110048.76
INV035575,1,Warehouse Rental,42,776.94,32631.35
INV035576,1,Hydraulic Pumps,137,1009.71,138330.9
INV035577,1,Courier Services,14,1794.62,25124.61
INV035578,1,Legal Advisory,35,1791.5,62702.39
INV035579,1,Storage Cabinet,9,2404.48,21640.32
INV035580,1,Storage Cabinet,18,1494.13,26894.39
INV035581,1,Transportation Charges,49,758.49,37166.22
INV035582,1,Industrial Bearings,472,493.79,233066.69
INV035583,1,Training Services,27,2675.4,72235.75
INV035584,1,Keyboard and Mouse,7,13380.15,93661.02
INV035585,1,Office Sofa,4,8875.4,35501.61
INV035586,1,Machine Maintenance,15,1370.64,20559.67
INV035587,1,Technical Consulting,38,1872.83,71167.41
INV035588,1,Warehouse Rental,24,1405.71,33737.12
INV035589,1,Storage Cabinet,6,5269.66,31617.94
INV035590,1,Industrial Bearings,376,232.8,87534.3
INV035591,1,Network Switch,4,31228.01,124912.04
INV035592,1,Printer Toner,198,8.68,1718.78
INV035593,1,Steel Components,433,306.05,132517.89
INV035594,1,Office Desk,1,41042.18,41042.18
INV035595,1,Technical Consulting,48,385.65,18511.43
INV035596,1,Assembly Materials,112,1420.27,159070.4
INV035597,1,Office Desk,5,5727.86,28639.32
INV035598,1,Freight Charges,40,315.87,12634.95
INV035599,1,Storage Cabinet,18,1784.54,32121.8
INV035600,1,Office Sofa,7,7772.3,54406.1
INV035601,1,Audit Services,47,655.16,30792.38
INV035602,1,Conference Table,8,1633.43,13067.45
INV035603,1,Office Sofa,10,2939.86,29398.56
INV035604,1,Transportation Charges,18,1610.46,28988.36
INV035605,1,Machine Spare Parts,395,305.98,120864.04
INV035606,1,Whiteboard Supplies,23,122.68,2821.64
INV035607,1,Courier Services,16,1549.88,24798.0
INV035608,1,Machine Spare Parts,286,472.48,135130.62
INV035609,1,Machine Maintenance,30,626.4,18792.11
INV035610,1,Generator Servicing,37,213.57,7902.15
INV035611,1,Training Services,22,4315.82,94948.07
INV035612,1,Technical Consulting,13,3432.91,44627.87
INV035613,1,HVAC Servicing,7,4419.06,30933.4
INV035614,1,Office Desk,11,2019.91,22218.99
INV035615,1,Printer Toner,74,38.42,2843.09
INV035616,1,Machine Maintenance,41,143.41,5879.65
INV035617,1,Industrial Bearings,352,410.56,144518.33
INV035618,1,Steel Components,400,233.17,93269.97
INV035619,1,Transportation Charges,35,614.22,21497.62
INV035620,1,Cloud Subscription,31,1534.89,47581.64
INV035621,1,Pens and Stationery,188,19.7,3704.02
INV035622,1,Technical Consulting,2,17766.31,35532.62
INV035623,1,Steel Components,391,267.09,104431.87
INV035624,1,Technical Consulting,50,1219.79,60989.47
INV035625,1,Cloud Subscription,35,2054.03,71891.06
INV035626,1,Office Desk,17,1475.17,25077.84
INV035627,1,Hydraulic Pumps,435,404.23,175840.6
INV035628,1,Firewall License,9,25592.27,230330.42
INV035629,1,Machine Maintenance,33,738.12,24358.06
INV035630,1,Database License,13,2504.07,32552.89
INV035631,1,Printer Toner,121,46.55,5632.42
INV035632,1,Training Services,30,1130.73,33921.87
INV035633,1,27 Inch Monitor,3,16244.49,48733.47
INV035634,1,HVAC Servicing,49,654.37,32064.01
INV035635,1,Technical Consulting,22,1917.06,42175.39
INV035636,1,Machine Spare Parts,195,711.4,138722.18
INV035637,1,Technical Consulting,21,1706.83,35843.51
INV035638,1,Pens and Stationery,90,23.76,2138.61
INV035639,1,Training Services,2,176974.05,353948.11
INV035640,1,Courier Services,26,1398.44,36359.44
INV035641,1,Courier Services,4,5571.27,22285.1
INV035642,1,Industrial Bearings,268,665.88,178455.3
INV035643,1,Server Hardware,10,7508.03,75080.34
INV035644,1,Assembly Materials,130,485.35,63095.56
INV035645,1,Machine Spare Parts,335,511.23,171261.92
INV035646,1,Training Services,8,5269.99,42159.9
INV035647,1,Hydraulic Pumps,220,387.99,85357.98
INV035648,1,Training Services,37,342.08,12656.8
INV035649,1,Conference Table,3,29450.03,88350.08
INV035650,1,Freight Charges,41,1707.71,70015.98
INV035651,1,Steel Components,397,159.1,63164.66
INV035652,1,Conference Table,11,1980.45,21784.96
INV035653,1,Training Services,28,1027.05,28757.28
INV035654,1,HVAC Servicing,12,1415.35,16984.15
INV035655,1,Keyboard and Mouse,10,4433.57,44335.69
INV035656,1,Hydraulic Pumps,203,368.85,74877.35
INV035657,1,Office Sofa,13,1899.63,24695.25
INV035658,1,Firewall License,33,518.97,17125.91
INV035659,1,Storage Cabinet,1,24329.35,24329.35
INV035660,1,Electrical Repairs,25,908.01,22700.24
INV035661,1,Hydraulic Pumps,207,941.86,194964.62
INV035662,1,Transportation Charges,49,276.43,13544.86
INV035663,1,Dell Laptop,5,34217.07,171085.33
INV035664,1,Legal Advisory,2,22264.83,44529.66
INV035665,1,Storage Cabinet,7,5266.62,36866.31
INV035666,1,Training Services,13,12243.94,159171.25
INV035667,1,Training Services,42,851.43,35760.15
INV035668,1,Pens and Stationery,129,44.52,5742.53
INV035669,1,Dell Laptop,3,36029.26,108087.78
INV035670,1,Transportation Charges,33,353.31,11659.25
INV035671,1,Audit Services,9,3969.24,35723.18
INV035672,1,Office Chairs,183,19.87,3636.07
INV035673,1,Assembly Materials,314,475.33,149254.22
INV035674,1,Warehouse Rental,15,1890.32,28354.78
INV035675,1,Generator Servicing,25,760.6,19015.06
INV035676,1,Office Sofa,4,9922.43,39689.74
INV035677,1,Dell Laptop,1,32254.99,32254.99
INV035678,1,Office Sofa,17,1241.07,21098.27
INV035679,1,Server Hardware,10,6206.8,62068.02
INV035680,1,Generator Servicing,21,851.21,17875.42
INV035681,1,ERP Subscription,50,2061.14,103056.9
INV035682,1,Training Services,28,2759.82,77274.91
INV035683,1,Steel Components,467,898.52,419606.65
INV035684,1,Generator Servicing,31,450.22,13956.95
INV035685,1,Dell Laptop,1,30967.94,30967.94
INV035686,1,Conference Table,8,9199.45,73595.63
INV035687,1,ERP Subscription,29,1159.17,33615.95
INV035688,1,Office Sofa,8,2321.93,18575.43
INV035689,1,27 Inch Monitor,8,12039.07,96312.58
INV035690,1,Hydraulic Pumps,111,1292.89,143511.16
INV035691,1,Technical Consulting,20,2109.65,42193.1
INV035692,1,Technical Consulting,25,2238.8,55969.92
INV035693,1,Training Services,33,756.39,24960.71
INV035694,1,Machine Maintenance,50,477.22,23860.85
INV035695,1,Conference Table,8,3092.88,24743.01
INV035696,1,Keyboard and Mouse,9,11129.7,100167.34
INV035697,1,Machine Maintenance,20,978.1,19561.92
INV035698,1,Office Desk,12,2736.96,32843.47
INV035699,1,Hydraulic Pumps,112,866.98,97101.23
INV035700,1,Firewall License,11,2715.57,29871.31
INV035701,1,Training Services,37,1918.77,70994.35
INV035702,1,Training Services,22,2428.12,53418.71
INV035703,1,Server Hardware,3,16335.28,49005.84
INV035704,1,Network Switch,10,5375.27,53752.66
INV035705,1,Conference Table,20,3805.77,76115.47
INV035706,1,Dell Laptop,4,13400.52,53602.09
INV035707,1,Freight Charges,33,580.13,19144.37
INV035708,1,Steel Components,122,1390.11,169592.98
INV035709,1,Printer Paper,88,21.18,1863.79
INV035710,1,Transportation Charges,42,612.71,25733.63
INV035711,1,Conference Table,15,3079.93,46198.93
INV035712,1,Courier Services,50,1222.06,61102.94
INV035713,1,Machine Spare Parts,260,209.26,54408.63
INV035714,1,Transportation Charges,9,1281.15,11530.34
INV035715,1,Office Desk,5,4221.83,21109.15
INV035716,1,Steel Components,486,353.36,171733.0
INV035717,1,Office Desk,20,2974.5,59489.93
INV035718,1,Firewall License,24,1610.44,38650.6
INV035719,1,ERP Subscription,11,1405.05,15455.54
INV035720,1,Warehouse Rental,2,12791.12,25582.24
INV035721,1,Printer Paper,141,18.81,2652.74
INV035722,1,Electrical Repairs,36,345.19,12426.93
INV035723,1,Office Desk,10,3218.28,32182.77
INV035724,1,Legal Advisory,31,3674.97,113924.07
INV035725,1,Legal Advisory,40,3542.36,141694.55
INV035726,1,Courier Services,7,2858.22,20007.56
INV035727,1,Conference Table,10,2709.52,27095.18
INV035728,1,Technical Consulting,35,2265.14,79279.93
INV035729,1,ERP Subscription,26,1389.16,36118.17
INV035730,1,Printer Toner,136,13.65,1856.06
INV035731,1,Courier Services,35,414.33,14501.56
INV035732,1,Office Chairs,123,44.33,5453.02
INV035733,1,Warehouse Rental,33,775.56,25593.61
INV035734,1,Storage Cabinet,4,6004.34,24017.37
INV035735,1,Network Switch,9,3448.21,31033.89
INV035736,1,Industrial Bearings,121,927.99,112286.76
INV035737,1,Firewall License,34,1147.14,39002.8
INV035738,1,Firewall License,34,520.89,17710.4
INV035739,1,Conference Table,7,2537.02,17759.14
INV035740,1,Courier Services,44,537.62,23655.06
INV035741,1,27 Inch Monitor,4,33209.68,132838.71
INV035742,1,Keyboard and Mouse,10,6110.8,61107.95
INV035743,1,HVAC Servicing,19,489.02,9291.38
INV035744,1,Pens and Stationery,104,27.79,2890.24
INV035745,1,Database License,36,1221.88,43987.63
INV035746,1,Machine Spare Parts,454,464.24,210763.47
INV035747,1,Dell Laptop,3,22744.77,68234.31
INV035748,1,Office Desk,14,2657.22,37201.13
INV035749,1,Industrial Bearings,301,781.53,235241.9
INV035750,1,Courier Services,11,2682.41,29506.54
INV035751,1,Keyboard and Mouse,5,10739.08,53695.42
INV035752,1,HVAC Servicing,21,779.36,16366.65
INV035753,1,Cloud Subscription,48,646.97,31054.76
INV035754,1,Warehouse Rental,29,360.98,10468.35
INV035755,1,Storage Cabinet,7,7222.72,50559.01
INV035756,1,Whiteboard Supplies,109,38.36,4181.69
INV035757,1,Legal Advisory,44,2912.98,128171.24
INV035758,1,Transportation Charges,24,1136.36,27272.71
INV035759,1,Keyboard and Mouse,2,73082.4,146164.8
INV035760,1,Hydraulic Pumps,276,1620.38,447223.96
INV035761,1,Freight Charges,19,649.95,12349.14
INV035762,1,Machine Maintenance,3,6988.88,20966.64
INV035763,1,Warehouse Rental,9,1622.55,14602.94
INV035764,1,Office Chairs,79,46.76,3693.75
INV035765,1,Conference Table,10,1803.76,18037.62
INV035766,1,Storage Cabinet,7,2737.86,19164.99
INV035767,1,Electrical Repairs,47,128.94,6059.97
INV035768,1,Conference Table,9,1651.97,14867.72
INV035769,1,Generator Servicing,20,717.28,14345.54
INV035770,1,Office Sofa,18,2552.86,45951.41
INV035771,1,Network Switch,8,22962.83,183702.66
INV035772,1,Warehouse Rental,16,1002.71,16043.42
INV035773,1,Dell Laptop,3,23782.01,71346.03
INV035774,1,Office Sofa,16,2416.59,38665.45
INV035775,1,Training Services,27,2093.31,56519.27
INV035776,1,Transportation Charges,34,762.63,25929.4
INV035777,1,Office Desk,13,2193.12,28510.52
INV035778,1,Assembly Materials,392,321.31,125955.23
INV035779,1,Network Switch,1,95551.26,95551.26
INV035780,1,Network Switch,8,8560.81,68486.46
INV035781,1,Freight Charges,15,1389.57,20843.56
INV035782,1,Office Chairs,175,20.02,3503.74
INV035783,1,Freight Charges,47,712.48,33486.63
INV035784,1,Office Desk,18,1371.88,24693.8
INV035785,1,Freight Charges,25,1695.04,42375.97
INV035786,1,Warehouse Rental,42,935.61,39295.69
INV035787,1,Assembly Materials,150,249.94,37490.78
INV035788,1,Assembly Materials,302,381.68,115266.5
INV035789,1,Conference Table,3,13884.27,41652.8
INV035790,1,HVAC Servicing,40,805.63,32225.02
INV035791,1,Freight Charges,11,806.3,8869.27
INV035792,1,Hydraulic Pumps,324,217.57,70492.71
INV035793,1,Training Services,38,570.55,21681.09
INV035794,1,Courier Services,47,280.15,13167.18
INV035795,1,Whiteboard Supplies,66,83.63,5519.76
INV035796,1,Freight Charges,8,2831.28,22650.26
INV035797,1,Assembly Materials,476,335.0,159459.55
INV035798,1,Office Sofa,11,8129.61,89425.68
INV035799,1,Storage Cabinet,2,24980.28,49960.57
INV035800,1,Industrial Bearings,486,179.16,87071.55
INV035801,1,27 Inch Monitor,6,14765.87,88595.2
INV035802,1,Transportation Charges,30,942.84,28285.32
INV035803,1,Keyboard and Mouse,1,70325.46,70325.46
INV035804,1,Training Services,3,23833.5,71500.5
INV035805,1,Keyboard and Mouse,9,8779.61,79016.52
INV035806,1,Office Desk,9,5376.03,48384.25
INV035807,1,Technical Consulting,25,1196.4,29909.99
INV035808,1,Office Sofa,19,2018.99,38360.77
INV035809,1,Whiteboard Supplies,134,11.18,1497.58
INV035810,1,Pens and Stationery,20,202.53,4050.62
INV035811,1,Hydraulic Pumps,386,158.43,61152.53
INV035812,1,Warehouse Rental,25,1350.79,33769.87
INV035813,1,Conference Table,5,3334.21,16671.03
INV035814,1,Storage Cabinet,14,1209.98,16939.75
INV035815,1,Cloud Subscription,11,4302.17,47323.89
INV035816,1,Conference Table,2,15025.71,30051.42
INV035817,1,Pens and Stationery,64,39.51,2528.37
INV035818,1,Warehouse Rental,19,1556.12,29566.19
INV035819,1,Printer Paper,69,70.46,4862.08
INV035820,1,Electrical Repairs,7,1964.26,13749.8
INV035821,1,Whiteboard Supplies,174,20.85,3627.4
INV035822,1,Keyboard and Mouse,7,22976.75,160837.26
INV035823,1,Cloud Subscription,16,2820.68,45130.8
INV035824,1,HVAC Servicing,41,243.92,10000.85
INV035825,1,Whiteboard Supplies,44,39.18,1723.78
INV035826,1,Microsoft 365 License,5,6335.29,31676.47
INV035827,1,Freight Charges,30,425.76,12772.72
INV035828,1,Machine Maintenance,30,394.88,11846.4
INV035829,1,Keyboard and Mouse,1,46321.74,46321.74
INV035830,1,Technical Consulting,50,753.46,37672.93
INV035831,1,Firewall License,42,586.18,24619.76
INV035832,1,Office Desk,10,1900.14,19001.36
INV035833,1,Printer Paper,143,24.74,3537.61
INV035834,1,Audit Services,23,1822.47,41916.8
INV035835,1,Printer Paper,82,70.86,5810.72
INV035836,1,Office Desk,8,3438.53,27508.21
INV035837,1,Office Sofa,15,2825.06,42375.91
INV035838,1,Warehouse Rental,34,797.58,27117.62
INV035839,1,Server Hardware,8,6598.39,52787.09
INV035840,1,Dell Laptop,1,230851.27,230851.27
INV035841,1,Firewall License,21,2689.19,56472.91
INV035842,1,Hydraulic Pumps,197,365.33,71970.31
INV035843,1,Warehouse Rental,34,175.5,5967.09
INV035844,1,Transportation Charges,32,319.31,10217.9
INV035845,1,Cloud Subscription,8,5842.88,46743.02
INV035846,1,Warehouse Rental,43,661.27,28434.82
INV035847,1,Network Switch,8,12398.79,99190.29
INV035848,1,Hydraulic Pumps,388,216.75,84100.01
INV035849,1,Steel Components,387,180.95,70028.99
INV035850,1,Cloud Subscription,44,1072.51,47190.42
INV035851,1,Machine Spare Parts,190,429.04,81517.33
INV035852,1,Technical Consulting,18,3026.07,54469.33
INV035853,1,Machine Maintenance,28,1131.37,31678.49
INV035854,1,Machine Maintenance,40,442.3,17691.95
INV035855,1,Microsoft 365 License,11,2450.95,26960.42
INV035856,1,Freight Charges,23,819.68,18852.69
INV035857,1,Cloud Subscription,21,1425.19,29928.93
INV035858,1,Office Chairs,108,40.51,4375.32
INV035859,1,Legal Advisory,25,2305.96,57649.1
INV035860,1,Pens and Stationery,27,76.86,2075.18
INV035861,1,Storage Cabinet,11,2014.95,22164.44
INV035862,1,Microsoft 365 License,19,2431.44,46197.41
INV035863,1,Network Switch,5,20512.0,102560.01
INV035864,1,Training Services,4,32500.58,130002.34
INV035865,1,Dell Laptop,1,165310.75,165310.75
INV035866,1,Legal Advisory,24,2280.29,54726.86
INV035867,1,Generator Servicing,10,1854.06,18540.58
INV035868,1,Warehouse Rental,7,3421.0,23947.02
INV035869,1,Transportation Charges,13,1096.58,14255.53
INV035870,1,Steel Components,378,572.15,216271.63
INV035871,1,Conference Table,14,1038.41,14537.76
INV035872,1,Whiteboard Supplies,20,169.06,3381.16
INV035873,1,Machine Maintenance,23,616.83,14187.09
INV035874,1,Printer Paper,188,11.14,2093.72
INV035875,1,Freight Charges,16,1027.35,16437.67
INV035876,1,Pens and Stationery,40,97.63,3905.18
INV035877,1,Training Services,20,4249.99,84999.73
INV035878,1,Storage Cabinet,5,2696.29,13481.46
INV035879,1,27 Inch Monitor,5,5091.21,25456.07
INV035880,1,Keyboard and Mouse,10,5745.72,57457.17
INV035881,1,Dell Laptop,9,4662.98,41966.86
INV035882,1,Transportation Charges,20,1580.2,31604.08
INV035883,1,Office Desk,7,4877.8,34144.58
INV035884,1,Storage Cabinet,1,16690.19,16690.19
INV035885,1,Pens and Stationery,23,147.26,3387.03
INV035886,1,Machine Spare Parts,160,425.49,68078.47
INV035887,1,27 Inch Monitor,7,8855.94,61991.59
INV035888,1,Office Chairs,152,50.52,7679.49
INV035889,1,Steel Components,295,481.72,142106.51
INV035890,1,Office Desk,8,2818.48,22547.82
INV035891,1,Machine Maintenance,22,889.5,19568.96
INV035892,1,Freight Charges,38,680.1,25843.73
INV035893,1,27 Inch Monitor,4,27168.36,108673.44
INV035894,1,Office Sofa,13,1898.7,24683.14
INV035895,1,Conference Table,13,4329.45,56282.87
INV035896,1,Generator Servicing,8,1631.94,13055.52
INV035897,1,Courier Services,15,1128.14,16922.06
INV035898,1,Audit Services,2,18417.8,36835.6
INV035899,1,Keyboard and Mouse,5,10224.44,51122.18
INV035900,1,Server Hardware,1,323770.09,323770.09
INV035901,1,Hydraulic Pumps,125,1674.25,209281.71
INV035902,1,Assembly Materials,180,674.82,121467.16
INV035903,1,Freight Charges,41,965.8,39597.68
INV035904,1,Database License,28,633.53,17738.71
INV035905,1,Storage Cabinet,10,3575.27,35752.66
INV035906,1,Database License,25,1347.23,33680.76
INV035907,1,Transportation Charges,25,2613.19,65329.75
INV035908,1,Steel Components,163,754.61,123000.86
INV035909,1,Office Chairs,60,110.6,6636.23
INV035910,1,Technical Consulting,14,3585.22,50193.15
INV035911,1,Warehouse Rental,38,973.16,36980.09
INV035912,1,Database License,38,668.03,25385.22
INV035913,1,Printer Toner,122,39.34,4799.95
INV035914,1,Courier Services,47,562.8,26451.48
INV035915,1,Cloud Subscription,40,1157.08,46283.39
INV035916,1,Legal Advisory,10,4075.17,40751.68
INV035917,1,Audit Services,43,3494.47,150262.29
INV035918,1,Courier Services,17,945.0,16064.96
INV035919,1,HVAC Servicing,16,1386.69,22187.01
INV035920,1,Steel Components,133,989.35,131584.19
INV035921,1,Network Switch,2,30356.64,60713.28
INV035922,1,Freight Charges,19,1162.24,22082.58
INV035923,1,Office Sofa,17,1845.26,31369.41
INV035924,1,Assembly Materials,344,350.58,120600.78
INV035925,1,Machine Maintenance,36,498.36,17940.84
INV035926,1,Technical Consulting,10,9640.04,96400.43
INV035927,1,Audit Services,48,416.83,20007.86
INV035928,1,Whiteboard Supplies,67,121.27,8125.06
INV035929,1,Technical Consulting,8,3853.12,30824.93
INV035930,1,27 Inch Monitor,4,7612.54,30450.16
INV035931,1,Warehouse Rental,23,956.82,22006.82
INV035932,1,Technical Consulting,5,6381.93,31909.67
INV035933,1,Assembly Materials,140,1085.5,151969.32
INV035934,1,Office Chairs,186,25.41,4725.93
INV035935,1,Pens and Stationery,92,34.38,3162.99
INV035936,1,Transportation Charges,8,1329.83,10638.61
INV035937,1,Storage Cabinet,1,24029.52,24029.52
INV035938,1,Warehouse Rental,34,400.93,13631.74
INV035939,1,Server Hardware,6,22900.36,137402.16
INV035940,1,Whiteboard Supplies,69,56.3,3884.79
INV035941,1,Assembly Materials,418,246.48,103030.13
INV035942,1,Office Desk,11,783.9,8622.95
INV035943,1,Cloud Subscription,47,1059.79,49809.92
INV035944,1,Courier Services,33,982.54,32423.84
INV035945,1,Freight Charges,50,190.8,9539.81
INV035946,1,Office Sofa,7,4971.03,34797.22
INV035947,1,Machine Maintenance,15,916.85,13752.78
INV035948,1,Database License,34,808.29,27481.93
INV035949,1,Printer Paper,29,170.94,4957.29
INV035950,1,Courier Services,7,2785.33,19497.34
INV035951,1,Freight Charges,4,5247.56,20990.25
INV035952,1,Printer Toner,175,19.34,3384.34
INV035953,1,Audit Services,27,2457.83,66361.3
INV035954,1,Freight Charges,44,528.85,23269.53
INV035955,1,Machine Maintenance,36,240.87,8671.16
INV035956,1,Audit Services,38,636.28,24178.66
INV035957,1,Freight Charges,30,423.88,12716.33
INV035958,1,Firewall License,46,1436.0,66055.93
INV035959,1,27 Inch Monitor,6,1966.68,11800.07
INV035960,1,Technical Consulting,44,1386.4,61001.73
INV035961,1,Storage Cabinet,19,2499.16,47484.1
INV035962,1,Transportation Charges,27,894.71,24157.12
INV035963,1,Server Hardware,6,23296.53,139779.2
INV035964,1,Warehouse Rental,36,2027.25,72980.9
INV035965,1,Machine Maintenance,7,1330.79,9315.5
INV035966,1,Hydraulic Pumps,218,310.83,67760.39
INV035967,1,Office Chairs,148,16.29,2411.51
INV035968,1,Database License,34,1096.55,37282.81
INV035969,1,Pens and Stationery,126,31.34,3949.33
INV035970,1,Legal Advisory,7,12765.31,89357.18
INV035971,1,Conference Table,1,30965.41,30965.41
INV035972,1,Transportation Charges,32,729.51,23344.27
INV035973,1,Server Hardware,1,48531.22,48531.22
INV035974,1,Whiteboard Supplies,111,12.66,1405.15
INV035975,1,Dell Laptop,10,11226.37,112263.71
INV035976,1,Network Switch,2,38986.11,77972.22
INV035977,1,Legal Advisory,4,9880.03,39520.11
INV035978,1,Technical Consulting,30,2006.97,60209.16
INV035979,1,Legal Advisory,41,370.77,15201.58
INV035980,1,Office Desk,1,14467.58,14467.58
INV035981,1,Hydraulic Pumps,466,361.84,168615.6
INV035982,1,Industrial Bearings,190,519.62,98727.56
INV035983,1,Storage Cabinet,6,3356.67,20140.01
INV035984,1,Dell Laptop,5,23829.82,119149.11
INV035985,1,Machine Maintenance,43,435.72,18735.99
INV035986,1,Keyboard and Mouse,2,50612.36,101224.72
INV035987,1,Office Sofa,16,5630.39,90086.27
INV035988,1,Office Desk,9,1401.17,12610.55
INV035989,1,Whiteboard Supplies,100,39.69,3969.16
INV035990,1,HVAC Servicing,5,3000.46,15002.28
INV035991,1,Steel Components,153,927.49,141906.67
INV035992,1,Pens and Stationery,120,14.1,1692.07
INV035993,1,Legal Advisory,45,1275.37,57391.46
INV035994,1,Training Services,21,1128.57,23700.04
INV035995,1,Dell Laptop,8,9805.08,78440.64
INV035996,1,Audit Services,38,3070.66,116685.13
INV035997,1,HVAC Servicing,9,2033.89,18305.02
INV035998,1,Generator Servicing,25,1158.82,28970.62
INV035999,1,Keyboard and Mouse,1,42623.66,42623.66
INV036000,1,Firewall License,50,679.33,33966.41
INV036001,1,Machine Spare Parts,471,212.73,100193.48
INV036002,1,Storage Cabinet,2,15047.75,30095.51
INV036003,1,Transportation Charges,3,6055.78,18167.33
INV036004,1,Assembly Materials,279,948.0,264491.6
INV036005,1,Dell Laptop,3,45072.8,135218.4
INV036006,1,Steel Components,341,519.42,177123.89
INV036007,1,HVAC Servicing,30,704.28,21128.39
INV036008,1,Courier Services,14,1498.82,20983.51
INV036009,1,Whiteboard Supplies,125,30.93,3866.6
INV036010,1,Printer Toner,151,44.42,6707.25
INV036011,1,Office Sofa,2,43572.67,87145.33
INV036012,1,Audit Services,7,5136.94,35958.57
INV036013,1,Dell Laptop,2,25499.28,50998.56
INV036014,1,Dell Laptop,7,10342.63,72398.42
INV036015,1,Firewall License,50,1404.78,70238.95
INV036016,1,Printer Toner,103,24.94,2569.22
INV036017,1,Technical Consulting,33,1490.39,49182.83
INV036018,1,Pens and Stationery,42,95.12,3995.01
INV036019,1,Dell Laptop,9,9323.25,83909.22
INV036020,1,Legal Advisory,33,1613.72,53252.73
